Reporter,Year,Sector,Subsector,Primary NAICS Code,NAICS Definition,Parent Company,City,County,Jurisdiction,Total Emissions (MTCO2e),Biogenic Carbon Dioxide (MTCO2e),Carbon Dioxide (MTCO2e),Methane (MTCO2e),Nitrous Oxide (MTCO2e),HFCs (MTCO2e),PFCs (MTCO2e),Sulfur Hexafluoride (MTCO2e),Fluorinated - Other (MTCO2e),Notes,Point Size,Location,Location duplicate,Latitude,Longitude,New Georeferenced Column,Counties,Congressional Districts,WAOFM - GIS - Legislative District Boundary
Central Washington University - Ellensburg,2019,Government,Education,611310,"Colleges, Universities, and Professional Schools",State of Washington,Ellensburg,Kittitas,Ecology: Central Regional Office,14884,0,14869,7,8,0,0,0,0,,1,"(47.003202, -120.544513)","(47.003202, -120.544513)",47.003202,-120.544513,POINT (-120.544513 47.003202),3194,8,19
Basic American Foods - Moses Lake,2019,Food Production,Potato Products,311423,Dried and Dehydrated Food Manufacturing,Basic American Inc.,Moses Lake,Grant,Ecology: Eastern Regional Office,30698,0,30666,15,17,0,0,0,0,,2,"(47.075183, -119.220408)","(47.075183, -119.220408)",47.075183,-119.220408,POINT (-119.220408 47.075183),2982,4,19
Graymont Western US. Inc. - Tacoma,2019,Minerals,Lime Production,327410,Lime Manufacturing,"Graymont, Inc.",Tacoma,Pierce,Puget Sound Clean Air Agency,22,0,22,0,0,0,0,0,0,Last year reporting.  Facility shut down.,1,"(47.271365, -122.397262)","(47.271365, -122.397262)",47.271365,-122.397262,POINT (-122.397262 47.271365),3210,9,11
Puget Sound Energy LDC - statewide,2012,Natural Gas Systems,Natural Gas Local Distribution Companies,221210,Natural Gas Distribution,Puget Holdings LLC,Bellevue,King,Puget Sound Clean Air Agency,51652,0,76,51576,0,0,0,0,0,,2,"(47.61345, -122.19454)","(47.61345, -122.19454)",47.61345,-122.19454,POINT (-122.19454 47.61345),3009,9,42
Northwest Pipeline C/S - Sumas,2014,Natural Gas Systems,Natural Gas Transmission/Compression,486210,Pipeline Transportation of Natural Gas,"The Williams Companies, Inc.",Sumas,Whatcom,Northwest Clean Air Agency,82830,0,78811,3975,44,0,0,0,0,,2,"(49.001, -122.2214)","(49.001, -122.2214)",49.001,-122.2214,POINT (-122.2214 49.001),2744,1,44
Terrace Heights Landfill - Yakima,2015,Waste,Landfills,562212,Solid Waste Landfill,Yakima County Public Services - Solid Waste Division,Yakima,Yakima,Yakima Regional Clean Air Agency,109385,0,26,109359,0,0,0,0,0,,3,"(46.610031, -120.39408)","(46.610031, -120.39408)",46.610031,-120.39408,POINT (-120.39408 46.610031),2746,4,22
Owens-Brockway Glass Container Inc Plant #2 - Kalama,2015,Minerals,Glass Production,327213,Glass Container Manufacturing,O-I Glass Inc.,Kalama,Cowlitz,Southwest Clean Air Agency,22288,0,22272,7,9,0,0,0,0,,1,"(46.031656, -122.866241)","(46.031656, -122.866241)",46.031656,-122.866241,POINT (-122.866241 46.031656),2978,3,27
Darigold - Lynden,2013,Food Production,Dairy Products,311514,"Dry, Condensed, and Evaporated Dairy Product Manufacturing",Darigold Inc.,Lynden,Whatcom,Northwest Clean Air Agency,18509,0,18490,9,10,0,0,0,0,,1,"(48.947567, -122.451915)","(48.947567, -122.451915)",48.947567,-122.451915,POINT (-122.451915 48.947567),2744,1,44
Hampton Lumber Mills Washington Inc. - Randle,2013,Wood Products,Lumber Mills,321113,Sawmills,Hampton Lumber Mills Washington Inc.,Randle,Lewis,Southwest Clean Air Agency,52575,51882,0,100,593,0,0,0,0,,2,"(46.533743, -121.917906)","(46.533743, -121.917906)",46.533743,-121.917906,POINT (-121.917906 46.533743),3196,3,27
McKinley Paper Co. - Washington Mill - Port Angeles,2020,Pulp and Paper,Other Pulp and Paper,322121,Paper (except Newsprint) Mills,McKinley Paper Co.,Port Angeles,Clallam,Olympic Region Clean Air Agency,72035,66823,394,4053,765,0,0,0,0,,2,"(48.134623, -123.467524)","(48.134623, -123.467524)",48.134623,-123.467524,POINT (-123.467524 48.134623),2976,6,30
Ash Grove Cement Company - Seattle,2019,Minerals,Cement Production,327310,Cement Manufacturing,Ash Grove Cement Co.,Seattle,King,Puget Sound Clean Air Agency,366202,0,365684,207,310,0,0,0,0,,3,"(47.56799, -122.34255)","(47.56799, -122.34255)",47.56799,-122.34255,POINT (-122.34255 47.56799),3009,7,17
"WestRock CP, LLC - Tacoma",2015,Pulp and Paper,Kraft Mills,322130,Paperboard Mills,Westrock Corp.,Tacoma,Pierce,Ecology: Industrial Section,1135442,1011954,116998,1154,5336,0,0,0,0,,4,"(47.260953, -122.421765)","(47.260953, -122.421765)",47.260953,-122.421765,POINT (-122.421765 47.260953),3210,9,11
Darigold - Lynden,2018,Food Production,Dairy Products,311514,"Dry, Condensed, and Evaporated Dairy Product Manufacturing",Darigold Inc.,Lynden,Whatcom,Northwest Clean Air Agency,17919,0,17901,9,10,0,0,0,0,,1,"(48.947567, -122.451915)","(48.947567, -122.451915)",48.947567,-122.451915,POINT (-122.451915 48.947567),2744,1,44
Northwest Pipeline Plymouth C/S - Plymouth,2020,Natural Gas Systems,Natural Gas Transmission/Compression,486210,Pipeline Transportation of Natural Gas,"The Williams Companies, Inc.",Plymouth,Benton,Benton Clean Air Agency,6769,0,5105,1662,3,0,0,0,0,,1,"(45.9309, -119.41019)","(45.9309, -119.41019)",45.9309,-119.41019,POINT (-119.41019 45.9309),2955,4,23
REC Solar Grade Silicon - Moses Lake,2012,Metals,Other Metals,331419,Primary Smelting and Refining of Nonferrous Metal (except Copper and Aluminum),REC Silicon,Moses Lake,Grant,Ecology: Eastern Regional Office,133823,0,133685,63,75,0,0,0,0,,3,"(47.138359, -119.200383)","(47.138359, -119.200383)",47.138359,-119.200383,POINT (-119.200383 47.138359),2982,4,19
Sierra Pacific Industries - Burlington - Mount Vernon,2016,Wood Products,Lumber Mills,321113,Sawmills,Sierra Pacific Industries,Mount Vernon,Skagit,Northwest Clean Air Agency,307452,301493,1930,580,3449,0,0,0,0,,3,"(48.448553, -122.434613)","(48.448553, -122.434613)",48.448553,-122.434613,POINT (-122.434613 48.448553),3212,2,16
Ponderay Industries - Usk,2016,Pulp and Paper,Other Pulp and Paper,322122,Newsprint Mills,Ponderay Newsprint Company,Usk,Pend Oreille,Ecology: Eastern Regional Office,46201,42235,3388,85,493,0,0,0,0,,2,"(48.289771, -117.271359)","(48.289771, -117.271359)",48.289771,-117.271359,POINT (-117.271359 48.289771),3209,5,10
Naval Air Station Whidbey Island - Oak Harbor,2015,Government,National Security,928110,National Security,US Government,Oak Harbor,Island,Northwest Clean Air Agency,14018,0,14004,7,8,0,0,0,0,,1,"(48.345281, -122.669741)","(48.345281, -122.669741)",48.345281,-122.669741,POINT (-122.669741 48.345281),3007,2,16
Northwest Pipeline C/S - Goldendale,2012,Natural Gas Systems,Natural Gas Transmission/Compression,486210,Pipeline Transportation of Natural Gas,"The Williams Companies, Inc.",Goldendale,Klickitat,Ecology: Central Regional Office,26752,0,21905,4835,12,0,0,0,0,,2,"(45.771216, -120.799267)","(45.771216, -120.799267)",45.771216,-120.799267,POINT (-120.799267 45.771216),3195,3,20
Georgia-Pacific Gypsum LLC - Tacoma,2015,Manufacturing,Building Products,327420,Gypsum Product Manufacturing,Koch Industries Inc.,Tacoma,Pierce,Puget Sound Clean Air Agency,46906,0,46857,22,26,0,0,0,0,,2,"(47.269558, -122.394869)","(47.269558, -122.394869)",47.269558,-122.394869,POINT (-122.394869 47.269558),3210,9,11
Horn Rapids Sanitary Landfill - Richland,2017,Waste,Landfills,562212,Solid Waste Landfill,City of Richland,Richland,Benton,Benton Clean Air Agency,18036,0,0,18036,0,0,0,0,0,,1,"(46.346663, -119.348118)","(46.346663, -119.348118)",46.346663,-119.348118,POINT (-119.348118 46.346663),2955,4,12
Northwest Pipeline Willard C/S - Cook,2015,Natural Gas Systems,Natural Gas Transmission/Compression,486210,Pipeline Transportation of Natural Gas,"The Williams Companies, Inc.",Cook,Skamania,Southwest Clean Air Agency,12443,0,10325,2113,6,0,0,0,0,,1,"(45.778087, -121.626311)","(45.778087, -121.626311)",45.778087,-121.626311,POINT (-121.626311 45.778087),850,3,20
LRI Landfill - Graham,2020,Waste,Landfills,562212,Solid Waste Landfill,Waste Connections Inc.,Graham,Pierce,Puget Sound Clean Air Agency,77224,0,0,77224,0,0,0,0,0,,2,"(46.972405, -122.292799)","(46.972405, -122.292799)",46.972405,-122.292799,POINT (-122.292799 46.972405),3210,8,2
"Boise Cascade Wood Products, LLC.  Kettle Falls Lumber - Kettle Falls",2015,Wood Products,Lumber Mills,321912,"Cut Stock, Resawing Lumber, and Planing",Boise Cascade Company,Kettle Falls,Stevens,Ecology: Eastern Regional Office,57294,56539,0,109,647,0,0,0,0,,2,"(48.609799, -118.067441)","(48.609799, -118.067441)",48.609799,-118.067441,POINT (-118.067441 48.609799),2741,5,10
Puget Sound Energy T&D - statewide,2013,Power Plants,Electrical Transmission and Distribution,221122,Electric Power Distribution,Puget Holdings LLC,Bellevue,King,Puget Sound Clean Air Agency,2772,0,0,0,0,0,0,2772,0,,1,"(47.61345, -122.19454)","(47.61345, -122.19454)",47.61345,-122.19454,POINT (-122.19454 47.61345),3009,9,42
"Emerald City Renewables, LLC- Graham",2018,Power Plants,"Other Power, Heating, or Cooling Plants",221119,Other Electric Power Generation,Emerald City Renewables LLC,Graham,Pierce,Puget Sound Clean Air Agency,19166,19068,0,29,69,0,0,0,0,,1,"(46.975533, -122.290871)","(46.975533, -122.290871)",46.975533,-122.290871,POINT (-122.290871 46.975533),3210,8,2
Kettle Falls Generating Station - Kettle Falls,2012,Power Plants,"Other Power, Heating, or Cooling Plants",221119,Other Electric Power Generation,Avista Corp.,Kettle Falls,Stevens,Ecology: Eastern Regional Office,276785,264318,1104,7835,3527,0,0,0,0,,3,"(48.620335, -118.110841)","(48.620335, -118.110841)",48.620335,-118.110841,POINT (-118.110841 48.620335),2741,5,10
Steelscape - Kalama,2019,Metals,Other Metals,331221,Rolled Steel Shape Manufacturing,,Kalama,Cowlitz,Southwest Clean Air Agency,22577,0,22553,11,13,0,0,0,0,,1,"(46.04326, -122.871703)","(46.04326, -122.871703)",46.04326,-122.871703,POINT (-122.871703 46.04326),2978,3,27
Cheyne Landfill - Zillah,2021,Waste,Landfills,562212,Solid Waste Landfill,Yakima County Public Services - Solid Waste Division,Zillah,Yakima,Yakima Regional Clean Air Agency,43966,0,0,43966,0,0,0,0,0,,2,"(46.4785, -120.2688)","(46.4785, -120.2688)",46.4785,-120.2688,POINT (-120.2688 46.4785),2746,4,22
Riverside Feeders SFL - Kennewick,2015,Livestock,Cattle Feedlots,112112,Cattle Feedlots,Easterday Ranches,Kennewick,Benton,Benton Clean Air Agency,21519,0,1990,1514,18015,0,0,0,0,,1,"(45.991872, -119.136497)","(45.991872, -119.136497)",45.991872,-119.136497,POINT (-119.136497 45.991872),2955,4,23
Ardagh Glass Inc. - Seattle,2016,Minerals,Glass Production,327213,Glass Container Manufacturing,Ardagh Holdings USA Inc.,Seattle,King,Puget Sound Clean Air Agency,77845,0,77783,28,33,0,0,0,0,,2,"(47.55242, -122.33739)","(47.55242, -122.33739)",47.55242,-122.33739,POINT (-122.33739 47.55242),3009,7,17
Inland Empire Paper Company - Spokane,2019,Pulp and Paper,Other Pulp and Paper,322122,Newsprint Mills,Cowles Publishing Co.,Spokane,Spokane,Spokane Regional Clean Air Agency,31037,17639,13149,40,209,0,0,0,0,,2,"(47.688295, -117.279323)","(47.688295, -117.279323)",47.688295,-117.279323,POINT (-117.279323 47.688295),3214,5,5
Northwest Hardwoods Inc. - Centralia,2021,Wood Products,Lumber Mills,321113,Sawmills,Littlejohn & Co. LLC,Centralia,Lewis,Southwest Clean Air Agency,9877,5863,3932,13,69,0,0,0,0,,1,"(46.734454, -122.991963)","(46.734454, -122.991963)",46.734454,-122.991963,POINT (-122.991963 46.734454),3196,3,27
Kettle Falls Generating Station - Kettle Falls,2017,Power Plants,"Other Power, Heating, or Cooling Plants",221119,Other Electric Power Generation,Avista Corp.,Kettle Falls,Stevens,Ecology: Eastern Regional Office,423808,408477,3925,6732,4674,0,0,0,0,,3,"(48.620335, -118.110841)","(48.620335, -118.110841)",48.620335,-118.110841,POINT (-118.110841 48.620335),2741,5,10
Lamb Weston - Quincy,2018,Food Production,Potato Products,311411,"Frozen Fruit, Juice, and Vegetable Manufacturing","Lamb Weston, Inc.",Quincy,Grant,Ecology: Eastern Regional Office,32073,0,32040,15,18,0,0,0,0,,2,"(47.234413, -119.869914)","(47.234413, -119.869914)",47.234413,-119.869914,POINT (-119.869914 47.234413),2982,4,19
Cathcart Landfill - Snohomish,2012,Waste,Landfills,562111,Solid Waste Collection,Snohomish County,Snohomish,Snohomish,Puget Sound Clean Air Agency,27653,0,288,27365,0,0,0,0,0,,2,"(47.870014, -122.118284)","(47.870014, -122.118284)",47.870014,-122.118284,POINT (-122.118284 47.870014),3213,1,45
TransAlta Centralia Generation LLC - Centralia,2019,Power Plants,Coal Plants,221112,Fossil Fuel Electric Power Generation,,Centralia,Lewis,Southwest Clean Air Agency,8000387,0,7937672,22940,39775,0,0,0,0,,5,"(46.7559, -122.8578)","(46.7559, -122.8578)",46.7559,-122.8578,POINT (-122.8578 46.7559),3196,3,27
City of Enumclaw Gas Utility - supplier,2020,Supplier,Natural Gas Supplier,221210,Natural Gas Distribution,City of Enumclaw,Enumclaw,Pierce,Puget Sound Clean Air Agency,23653,0,23629,11,13,0,0,0,0,Currently Undergoing Verification.,1,,,,,,,,
Northwest Pipeline C/S - Washougal,2013,Natural Gas Systems,Natural Gas Transmission/Compression,486210,Pipeline Transportation of Natural Gas,"The Williams Companies, Inc.",Washougal,Clark,Southwest Clean Air Agency,25393,0,20514,4867,12,0,0,0,0,,2,"(45.63236, -122.36516)","(45.63236, -122.36516)",45.63236,-122.36516,POINT (-122.36516 45.63236),2977,3,20
"North Pacific Paper Company, LLC - Longview",2020,Pulp and Paper,Other Pulp and Paper,322122,Newsprint Mills,NP Paper Investor Holdings LLC,Longview,Cowlitz,Southwest Clean Air Agency,39097,0,39056,19,22,0,0,0,0,Formerly part of Nippon Dynawave before 2016.,2,"(46.125662, -122.976788)","(46.125662, -122.976788)",46.125662,-122.976788,POINT (-122.976788 46.125662),2978,3,26
Puget Sound Energy - Encogen Generating Station - Bellingham,2017,Power Plants,Natural Gas Turbine Plants,221112,Fossil Fuel Electric Power Generation,Puget Holdings LLC,Bellingham,Whatcom,Northwest Clean Air Agency,98352,0,98252,46,54,0,0,0,0,,2,"(48.746, -122.486)","(48.746, -122.486)",48.746,-122.486,POINT (-122.486 48.746),2744,2,44
Gas Transmission Northwest Compressor Station 7 - Starbuck,2018,Natural Gas Systems,Natural Gas Transmission/Compression,486210,Pipeline Transportation of Natural Gas,TransCanada Northern Border Inc.,Starbuck,Columbia,Ecology: Eastern Regional Office,64228,0,63124,1068,35,0,0,0,0,,2,"(46.53558, -118.293441)","(46.53558, -118.293441)",46.53558,-118.293441,POINT (-118.293441 46.53558),2743,5,23
Puget Sound Energy - Jackson Prairie Gas Storage - Chehalis,2020,Natural Gas Systems,Natural Gas Storage,221210,Natural Gas Distribution,"The Williams Companies, Inc.",Chehalis,Lewis,Southwest Clean Air Agency,12311,0,9744,2562,5,0,0,0,0,,1,"(46.53461, -122.838569)","(46.53461, -122.838569)",46.53461,-122.838569,POINT (-122.838569 46.53461),3196,3,27
"Bio Energy Washington, LLC - Maple Valley",2020,Power Plants,"Other Power, Heating, or Cooling Plants",221118,Other Electric Power Generation,Bio Energy Washington,Maple Valley,King,Puget Sound Clean Air Agency,23405,22271,1016,35,83,0,0,0,0,,1,"(47.455871, -122.041817)","(47.455871, -122.041817)",47.455871,-122.041817,POINT (-122.041817 47.455871),3009,8,6
Marathon Anacortes Refinery - Anacortes,2018,Petroleum Systems,Petroleum Refineries,324110,Petroleum Refineries,Marathon Petroleum Corp,Anacortes,Skagit,Northwest Clean Air Agency,1234174,0,1228806,2184,3184,0,0,0,0,,4,"(48.493816, -122.564845)","(48.493816, -122.564845)",48.493816,-122.564845,POINT (-122.564845 48.493816),3212,2,43
The Boeing Company - Auburn Site - Auburn,2016,Manufacturing,Transportation Industry,336413,Other Aircraft Parts and Auxiliary Equipment Manufacturing,The Boeing Company,Auburn,King,Puget Sound Clean Air Agency,36033,0,35996,17,20,0,0,0,0,,2,"(47.285551, -122.242298)","(47.285551, -122.242298)",47.285551,-122.242298,POINT (-122.242298 47.285551),3009,8,14
"Emerald City Renewables, LLC- Graham",2017,Power Plants,"Other Power, Heating, or Cooling Plants",221119,Other Electric Power Generation,Emerald City Renewables LLC,Graham,Pierce,Puget Sound Clean Air Agency,20394,20290,0,31,73,0,0,0,0,,1,"(46.975533, -122.290871)","(46.975533, -122.290871)",46.975533,-122.290871,POINT (-122.290871 46.975533),3210,8,2
US Army Joint Base Lewis-McChord - Pierce Co.,2020,Government,National Security,928110,National Security,US Government,Joint Base Lewis-McChord,Pierce,Puget Sound Clean Air Agency,70954,0,55203,15719,32,0,0,0,0,,2,"(47.1142, -122.5365)","(47.1142, -122.5365)",47.1142,-122.5365,POINT (-122.5365 47.1142),3210,10,34
Avista Corporation - supplier,2017,Supplier,Natural Gas Supplier,4911,,,Spokane,Spokane,Spokane Regional Clean Air Agency,1157017,0,1155823,545,649,0,0,0,0,Currently Undergoing Verification.,4,,,,,,,,
Spokane Waste to Energy Facility - Spokane,2018,Power Plants,"Other Power, Heating, or Cooling Plants",562213,Solid Waste Combustors and Incinerators,City of Spokane,Spokane,Spokane,Spokane Regional Clean Air Agency,232667,137991,89558,1996,3122,0,0,0,0,,3,"(47.626529, -117.504278)","(47.626529, -117.504278)",47.626529,-117.504278,POINT (-117.504278 47.626529),3214,5,9
"Bio Energy Washington, LLC - Maple Valley",2021,Power Plants,"Other Power, Heating, or Cooling Plants",221118,Other Electric Power Generation,Bio Energy Washington,Maple Valley,King,Puget Sound Clean Air Agency,21129,19795,1228,32,75,0,0,0,0,,1,"(47.455871, -122.041817)","(47.455871, -122.041817)",47.455871,-122.041817,POINT (-122.041817 47.455871),3009,8,6
J.R. Simplot Company - Moses Lake,2019,Food Production,Potato Products,311411,"Frozen Fruit, Juice, and Vegetable Manufacturing",J.R. Simplot Company,Moses Lake,Grant,Ecology: Eastern Regional Office,34481,3946,25787,4720,29,0,0,0,0,,2,"(47.131732, -119.18926)","(47.131732, -119.18926)",47.131732,-119.18926,POINT (-119.18926 47.131732),2982,4,19
NW Natural - supplier,2015,Supplier,Natural Gas Supplier,221210,Natural Gas Distribution,,Portland,Clark,Southwest Clean Air Agency,376580,0,376191,177,211,0,0,0,0,Currently Undergoing Verification.,3,,,,,,,,
Fairchild AFB - Spokane Co.,2012,Government,National Security,928110,National Security,US Government,Fairchild AFB,Spokane,Spokane Regional Clean Air Agency,13693,0,13679,7,8,0,0,0,0,,1,"(47.641332, -117.644832)","(47.641332, -117.644832)",47.641332,-117.644832,POINT (-117.644832 47.641332),3214,5,9
Spokane Waste to Energy Facility - Spokane,2012,Power Plants,"Other Power, Heating, or Cooling Plants",562213,Solid Waste Combustors and Incinerators,City of Spokane,Spokane,Spokane,Spokane Regional Clean Air Agency,249248,146284,97470,2142,3351,0,0,0,0,,3,"(47.626529, -117.504278)","(47.626529, -117.504278)",47.626529,-117.504278,POINT (-117.504278 47.626529),3214,5,9
"Nucor Steel Seattle, Inc, - Seattle",2012,Metals,Iron and Steel Production,331110,Iron and Steel Mills and Ferroalloy Manufacturing,Nucor Corporation,Seattle,King,Puget Sound Clean Air Agency,124468,0,124425,20,24,0,0,0,0,,3,"(47.569331, -122.367332)","(47.569331, -122.367332)",47.569331,-122.367332,POINT (-122.367332 47.569331),3009,7,37
The Boeing Company: DC/MFC - Tukwila,2015,Manufacturing,Transportation Industry,336411,Aircraft Manufacturing,The Boeing Company,Tukwila,King,Puget Sound Clean Air Agency,15614,0,15598,7,9,0,0,0,0,,1,"(47.516246, -122.298613)","(47.516246, -122.298613)",47.516246,-122.298613,POINT (-122.298613 47.516246),3009,9,17
Basic American Foods - Moses Lake,2014,Food Production,Potato Products,311423,Dried and Dehydrated Food Manufacturing,Basic American Inc.,Moses Lake,Grant,Ecology: Eastern Regional Office,28982,0,28951,14,16,0,0,0,0,,2,"(47.075183, -119.220408)","(47.075183, -119.220408)",47.075183,-119.220408,POINT (-119.220408 47.075183),2982,4,19
